 0.0000E+000; 0.0000E+000;
 1.0000E-002;-4.6449E-006;
 2.0000E-002;-1.9035E-005;
 3.0000E-002;-4.4587E-005;
 4.0000E-002;-8.3215E-005;
 5.0000E-002;-1.3816E-004;
 6.0000E-002;-2.1397E-004;
 7.0000E-002;-3.0989E-004;
 8.0000E-002;-4.1645E-004;
 9.0000E-002;-5.2419E-004;
 1.0000E-001;-6.3141E-004;
 1.1000E-001;-7.3852E-004;
 1.2000E-001;-8.3782E-004;
 1.3000E-001;-9.2039E-004;
 1.4000E-001;-9.9044E-004;
 1.5000E-001;-1.0565E-003;
 1.6000E-001;-1.1167E-003;
 1.7000E-001;-1.1670E-003;
 1.8000E-001;-1.2097E-003;
 1.9000E-001;-1.2443E-003;
 2.0000E-001;-1.2639E-003;
 2.1000E-001;-1.2663E-003;
 2.2000E-001;-1.2552E-003;
 2.3000E-001;-1.2285E-003;
 2.4000E-001;-1.1826E-003;
 2.5000E-001;-1.1243E-003;
 2.6000E-001;-1.0639E-003;
 2.7000E-001;-1.0011E-003;
 2.8000E-001;-9.3151E-004;
 2.9000E-001;-8.6024E-004;
 3.0000E-001;-7.9239E-004;
 3.1000E-001;-7.2211E-004;
 3.2000E-001;-6.4449E-004;
 3.3000E-001;-5.6497E-004;
 3.4000E-001;-4.8808E-004;
 3.5000E-001;-4.1133E-004;
 3.6000E-001;-3.3687E-004;
 3.7000E-001;-2.7418E-004;
 3.8000E-001;-2.2637E-004;
 3.9000E-001;-1.9024E-004;
 4.0000E-001;-1.6866E-004;
 4.1000E-001;-1.6476E-004;
 4.2000E-001;-1.7151E-004;
 4.3000E-001;-1.8252E-004;
 4.4000E-001;-2.0045E-004;
 4.5000E-001;-2.2730E-004;
 4.6000E-001;-2.5791E-004;
 4.7000E-001;-2.8866E-004;
 4.8000E-001;-3.2573E-004;
 4.9000E-001;-3.7669E-004;
 5.0000E-001;-4.4034E-004;
 5.1000E-001;-5.1215E-004;
 5.2000E-001;-5.9075E-004;
 5.3000E-001;-6.7529E-004;
 5.4000E-001;-7.6193E-004;
 5.5000E-001;-8.4438E-004;
 5.6000E-001;-9.1821E-004;
 5.7000E-001;-9.8150E-004;
 5.8000E-001;-1.0319E-003;
 5.9000E-001;-1.0706E-003;
 6.0000E-001;-1.1039E-003;
 6.1000E-001;-1.1335E-003;
 6.2000E-001;-1.1550E-003;
 6.3000E-001;-1.1670E-003;
 6.4000E-001;-1.1732E-003;
 6.5000E-001;-1.1723E-003;
 6.6000E-001;-1.1581E-003;
 6.7000E-001;-1.1276E-003;
 6.8000E-001;-1.0816E-003;
 6.9000E-001;-1.0214E-003;
 7.0000E-001;-9.5136E-004;
 7.1000E-001;-8.7763E-004;
 7.2000E-001;-8.0188E-004;
 7.3000E-001;-7.2397E-004;
 7.4000E-001;-6.4919E-004;
 7.5000E-001;-5.8345E-004;
 7.6000E-001;-5.2457E-004;
 7.7000E-001;-4.6648E-004;
 7.8000E-001;-4.0771E-004;
 7.9000E-001;-3.5174E-004;
 8.0000E-001;-3.0179E-004;
 8.1000E-001;-2.5752E-004;
 8.2000E-001;-2.1889E-004;
 8.3000E-001;-1.9068E-004;
 8.4000E-001;-1.7861E-004;
 8.5000E-001;-1.8449E-004;
 8.6000E-001;-2.0669E-004;
 8.7000E-001;-2.4208E-004;
 8.8000E-001;-2.8641E-004;
 8.9000E-001;-3.3607E-004;
 9.0000E-001;-3.9052E-004;
 9.1000E-001;-4.4832E-004;
 9.2000E-001;-5.0427E-004;
 9.3000E-001;-5.5721E-004;
 9.4000E-001;-6.1242E-004;
 9.5000E-001;-6.7258E-004;
 9.6000E-001;-7.3506E-004;
 9.7000E-001;-7.9758E-004;
 9.8000E-001;-8.6008E-004;
 9.9000E-001;-9.2076E-004;
 1.0000E+000;-9.7655E-004;
 1.0100E+000;-1.0263E-003;
 1.0200E+000;-1.0679E-003;
 1.0300E+000;-1.0970E-003;
 1.0400E+000;-1.1132E-003;
 1.0500E+000;-1.1214E-003;
 1.0600E+000;-1.1233E-003;
 1.0700E+000;-1.1148E-003;
 1.0800E+000;-1.0946E-003;
 1.0900E+000;-1.0677E-003;
 1.1000E+000;-1.0370E-003;
 1.1100E+000;-9.9995E-004;
 1.1200E+000;-9.5433E-004;
 1.1300E+000;-9.0208E-004;
 1.1400E+000;-8.4584E-004;
 1.1500E+000;-7.8709E-004;
 1.1600E+000;-7.2842E-004;
 1.1700E+000;-6.7230E-004;
 1.1800E+000;-6.1777E-004;
 1.1900E+000;-5.6478E-004;
 1.2000E+000;-5.1789E-004;
 1.2100E+000;-4.7951E-004;
 1.2200E+000;-4.4551E-004;
 1.2300E+000;-4.1243E-004;
 1.2400E+000;-3.8341E-004;
 1.2500E+000;-3.6258E-004;
 1.2600E+000;-3.4861E-004;
 1.2700E+000;-3.3914E-004;
 1.2800E+000;-3.3606E-004;
 1.2900E+000;-3.4083E-004;
 1.3000E+000;-3.5210E-004;
 1.3100E+000;-3.7111E-004;
 1.3200E+000;-3.9977E-004;
 1.3300E+000;-4.3502E-004;
 1.3400E+000;-4.7329E-004;
 1.3500E+000;-5.1632E-004;
 1.3600E+000;-5.6745E-004;
 1.3700E+000;-6.2396E-004;
 1.3800E+000;-6.7886E-004;
 1.3900E+000;-7.3067E-004;
 1.4000E+000;-7.8185E-004;
 1.4100E+000;-8.3004E-004;
 1.4200E+000;-8.7196E-004;
 1.4300E+000;-9.0934E-004;
 1.4400E+000;-9.4232E-004;
 1.4500E+000;-9.6652E-004;
 1.4600E+000;-9.8290E-004;
 1.4700E+000;-9.9833E-004;
 1.4800E+000;-1.0115E-003;
 1.4900E+000;-1.0128E-003;
 1.5000E+000;-1.0002E-003;
 1.5100E+000;-9.8079E-004;
 1.5200E+000;-9.5561E-004;
 1.5300E+000;-9.1972E-004;
 1.5400E+000;-8.7358E-004;
 1.5500E+000;-8.2136E-004;
 1.5600E+000;-7.6626E-004;
 1.5700E+000;-7.1300E-004;
 1.5800E+000;-6.6537E-004;
 1.5900E+000;-6.2157E-004;
 1.6000E+000;-5.7879E-004;
 1.6100E+000;-5.3977E-004;
 1.6200E+000;-5.0808E-004;
 1.6300E+000;-4.8056E-004;
 1.6400E+000;-4.5214E-004;
 1.6500E+000;-4.2389E-004;
 1.6600E+000;-4.0001E-004;
 1.6700E+000;-3.8231E-004;
 1.6800E+000;-3.7131E-004;
 1.6900E+000;-3.6840E-004;
 1.7000E+000;-3.7478E-004;
 1.7100E+000;-3.8980E-004;
 1.7200E+000;-4.1295E-004;
 1.7300E+000;-4.4486E-004;
 1.7400E+000;-4.8350E-004;
